id,version,submitter,model,task,framework,framework_release,accelerator,nodes,accelerators_per_node,world_size,tp,pp,cp,ep,dp,expert_tp,sp,virtual_pp,gbs,mbs,gradient_accumulation,seq_length,batch_unit,precision,strategy,optimizer,verification,notes,config_url,parameters_url,readme_url,result_url,system_url,source_commit,implementation_url,container_url
R26,6.0,AMD,Llama 3.1 8B,稠密预训练,PyTorch / AMD Primus / Megatron,AMD Primus Framework 0.2.0,MI355X,1,8,8,1,1,1,1,8,,未单独确认,不使用,32,2,2,8192,sequences,MXFP4,DP + distributed optimizer；FSDP2=False,adamw,GBS/GA 已与 result_0 核对,文件名末尾 x1 不代表真实 MBS；配置和日志的 MBS=2。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama31_8b/implementations/MI355X_EPYC_9575F_primus/config_MI355X_1x8x1.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama31_8b/implementations/MI355X_EPYC_9575F_primus/conf/llama3.1_8B-pretrain-fp4.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama31_8b/implementations/MI355X_EPYC_9575F_primus/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/results/MI355X_EPYC_9575F_primus/llama31_8b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/systems/MI355X_EPYC_9575F_primus.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama31_8b/implementations/MI355X_EPYC_9575F_primus/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama31_8b/implementations/MI355X_EPYC_9575F_primus/Dockerfile
R27,6.0,AMD,Llama 2 70B LoRA,LoRA 微调,PyTorch / AMD Primus / Megatron-Bridge,AMD Primus Framework 0.2.0,MI355X,1,8,8,1,1,1,1,8,,False,不使用,8,1,1,8192,sequences,MXFP4 LoRA,DP；use_megatron_fsdp=False,adamw,GBS/GA 已与 result_0 核对,packed sequences；只训练 LoRA adapter。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama2_70b_lora/implementations/MI355X_EPYC_9575F_primus/config_MI355X_1x8x1.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama2_70b_lora/implementations/MI355X_EPYC_9575F_primus/conf/llama2_70b_lora_posttrain.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama2_70b_lora/implementations/MI355X_EPYC_9575F_primus/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/results/MI355X_EPYC_9575F_primus/llama2_70b_lora/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/systems/MI355X_EPYC_9575F_primus.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama2_70b_lora/implementations/MI355X_EPYC_9575F_primus/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/llama2_70b_lora/implementations/MI355X_EPYC_9575F_primus/Dockerfile
R28,4.1,NVIDIA,GPT-3 175B,稠密预训练,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 24.09,H100,32,8,256,4,8,1,1,8,,True,6,2048,2,128,2048,sequences,FP8 hybrid,TP + PP + DP + distributed optimizer；interleaved PP,adam,GBS/GA 已与 result_0 核对,固定 batch 值以此配方为准；不同规模 GBS 不一定相同。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n32_ngc24.09_nemo/config_DGXH100_32x8x256x4x8_mbs2.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n32_ngc24.09_nemo/conf/custom.yaml,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n32_ngc24.09_nemo/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos_n32_ngc24.09_nemo/gpt3/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos_n32_ngc24.09_nemo.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n32_ngc24.09_nemo/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n32_ngc24.09_nemo/Dockerfile
R29,4.1,NVIDIA,GPT-3 175B,稠密预训练,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 24.09,H100,64,8,512,4,8,1,1,16,,True,6,2048,2,64,2048,sequences,FP8 hybrid,TP + PP + DP + distributed optimizer；interleaved PP,adam,GBS/GA 已与 result_0 核对,固定 batch 值以此配方为准；不同规模 GBS 不一定相同。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n64_ngc24.09_nemo/config_DGXH100_64x8x128x4x8_mbs2.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n64_ngc24.09_nemo/conf/custom.yaml,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n64_ngc24.09_nemo/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos_n64_ngc24.09_nemo/gpt3/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos_n64_ngc24.09_nemo.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n64_ngc24.09_nemo/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos_n64_ngc24.09_nemo/Dockerfile
R30,4.1,NVIDIA,GPT-3 175B,稠密预训练,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 24.04,H100,1452,8,11616,4,6,1,1,484,,True,8,2904,1,6,2048,sequences,FP8 hybrid,TP + PP + DP + distributed optimizer；interleaved PP,adam,GBS/GA 已与 result_0 核对,固定 batch 值以此配方为准；不同规模 GBS 不一定相同。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos-dfw_n1452_ngc24.04_nemo/config_DGXH100_1452x8x6x4x6_mbs1_cg.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos-dfw_n1452_ngc24.04_nemo/conf/custom.yaml,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos-dfw_n1452_ngc24.04_nemo/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos-dfw_n1452_ngc24.04_nemo/gpt3/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos-dfw_n1452_ngc24.04_nemo.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos-dfw_n1452_ngc24.04_nemo/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/gpt3/implementations/eos-dfw_n1452_ngc24.04_nemo/Dockerfile
R31,6.0,NVIDIA,FLUX.1 schnell,图像生成,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 26.03,GB300,8,4,32,1,1,1,1,32,,未单独确认,不使用,1024,32,1,,samples,MXFP8,DP + distributed optimizer,adamw,GBS/GA 已与 result_0 核对,GBS 单位为图像样本；非 LLM token batch。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia-cmh_ngpu32_ngc26.03_nemo/config_GB300_08x04x32.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia-cmh_ngpu32_ngc26.03_nemo/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia-cmh_ngpu32_ngc26.03_nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia-cmh_ngpu32_ngc26.03_nemo/flux1/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia-cmh_ngpu32_ngc26.03_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia-cmh_ngpu32_ngc26.03_nemo/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia-cmh_ngpu32_ngc26.03_nemo/Dockerfile
R32,6.0,NVIDIA,FLUX.1 schnell,图像生成,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 25.09,GB300,128,4,512,4,1,1,1,128,,未单独确认,不使用,2048,16,1,,samples,BF16 mixed（默认 FP8 插件关闭）,TP=4 + DP + distributed optimizer（多实例）,adamw,GBS/GA 已与 result_0 核对,GBS 单位为图像样本；非 LLM token batch。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia_ngpu512_ngc25.09_nemo/config_GB300_128x04x16xtp4.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia_ngpu512_ngc25.09_nemo/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia_ngpu512_ngc25.09_nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu512_ngc25.09_nemo/flux1/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu512_ngc25.09_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia_ngpu512_ngc25.09_nemo/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/flux1/implementations/theia_ngpu512_ngc25.09_nemo/Dockerfile
R33,6.0,AMD,FLUX.1 schnell,图像生成,PyTorch 2.10 / NeMo 2.6 (ROCm),未匹配系统版本,MI355X,1,8,8,1,1,1,1,8,,未单独确认,不使用,512,64,1,,samples,FP8 delayed / BF16 mixed,DP + distributed optimizer,见参数源,配置推导，未匹配该规模提交日志,Dockerfile 固定 ROCm 7.2.2 和 NeMo v2.6.0。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/config_MI355X_01x08x64.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/Dockerfile
R34,6.0,AMD,FLUX.1 schnell,图像生成,PyTorch 2.10 / NeMo 2.6 (ROCm),未匹配系统版本,MI355X,2,8,16,1,1,1,1,16,,未单独确认,不使用,1024,64,1,,samples,FP8 delayed / BF16 mixed,DP + distributed optimizer,见参数源,配置推导，未匹配该规模提交日志,Dockerfile 固定 ROCm 7.2.2 和 NeMo v2.6.0。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/config_MI355X_02x08x64.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/Dockerfile
R35,6.0,AMD,FLUX.1 schnell,图像生成,PyTorch 2.10 / NeMo 2.6 (ROCm),未匹配系统版本,MI355X,4,8,32,1,1,1,1,32,,未单独确认,不使用,2048,64,1,,samples,FP8 delayed / BF16 mixed,DP + distributed optimizer,见参数源,配置推导，未匹配该规模提交日志,Dockerfile 固定 ROCm 7.2.2 和 NeMo v2.6.0。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/config_MI355X_04x08x64.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/Dockerfile
R36,6.0,AMD,FLUX.1 schnell,图像生成,PyTorch 2.10 / NeMo 2.6 (ROCm),未匹配系统版本,MI355X,8,8,64,1,1,1,1,64,,未单独确认,不使用,2048,32,1,,samples,FP8 delayed / BF16 mixed,DP + distributed optimizer,见参数源,配置推导，未匹配该规模提交日志,Dockerfile 固定 ROCm 7.2.2 和 NeMo v2.6.0。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/config_MI355X_08x08x32.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/conf/flux1_schnell.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/AMD/benchmarks/flux1/implementations/MI355X_EPYC_9575F_pytorch/Dockerfile
R37,6.0,NVIDIA,DLRM-DCNv2,推荐,HugeCTR,NVIDIA Merlin HugeCTR Release 26.03,GB300,16,4,64,1,1,1,1,64,,未单独确认,不使用,135168,2112,1,,samples,见参数源,Dense DP + embedding sharding；SHARDING_PLAN=auto,adagrad,GBS/GA 已与 result_0 核对,MBS=GBS/64 推导；这里的 DP=64 表示 dense/sample 维度，embedding 另有模型分片，不可当作纯 DDP。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/dlrm_dcnv2/implementations/hugectr/config_GB300_16x4x2112.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/dlrm_dcnv2/implementations/hugectr/run_and_time.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/dlrm_dcnv2/implementations/hugectr/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu64_ngc26.03_hugectr/dlrm_dcnv2/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu64_ngc26.03_hugectr.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/dlrm_dcnv2/implementations/hugectr/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/dlrm_dcnv2/implementations/hugectr/Dockerfile
R38,4.1,NVIDIA,BERT-large,MLM 预训练 Phase 2,PyTorch / Apex,PyTorch NVIDIA Release 23.04,H100,8,8,64,1,1,1,1,64,,未单独确认,不使用,4608,72,1,512,sequences,FP16 AMP,DP + distributed LAMB,见参数源,GBS/GA 已与 result_0 核对,此行是 seq=512 的 Phase 2；不与 seq=128 的 Phase 1 混用。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/bert/implementations/eos_n8_ngc23.04_pytorch/config_DGXH100_8x8x72x1.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/bert/implementations/eos_n8_ngc23.04_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/bert/implementations/eos_n8_ngc23.04_pytorch/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos_n8_ngc23.04_pytorch/bert/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos_n8_ngc23.04_pytorch.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/bert/implementations/eos_n8_ngc23.04_pytorch/run_pretraining.py,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/bert/implementations/eos_n8_ngc23.04_pytorch/Dockerfile
R39,4.1,NVIDIA,Stable Diffusion v2,图像生成,PyTorch / NeMo,NVIDIA NeMo Framework Release 24.09,H100,1,8,8,1,1,1,1,8,,未单独确认,不使用,256,32,1,,samples,见参数源,DP,adamw,GBS/GA 已与 result_0 核对,BATCHSIZE 是每 GPU batch；GBS 乘以 GPU 数。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_ngc24.09_nemo/config_DGXH100_01x08x32.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_ngc24.09_nemo/conf/custom.yaml,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_ngc24.09_nemo/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos_ngc24.09_nemo/stable_diffusion/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos_ngc24.09_nemo.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_ngc24.09_nemo/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_ngc24.09_nemo/Dockerfile
R40,4.1,NVIDIA,Stable Diffusion v2,图像生成,PyTorch / NeMo,NVIDIA NeMo Framework Release 24.09,H100,8,8,64,1,1,1,1,64,,未单独确认,不使用,1024,16,1,,samples,见参数源,DP,adamw,GBS/GA 已与 result_0 核对,BATCHSIZE 是每 GPU batch；GBS 乘以 GPU 数。,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_n8_ngc24.09_nemo/config_DGXH100_08x08x16.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_n8_ngc24.09_nemo/conf/custom.yaml,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_n8_ngc24.09_nemo/README.md,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/results/eos_n8_ngc24.09_nemo/stable_diffusion/result_0.txt,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/systems/eos_n8_ngc24.09_nemo.json,b87b9e396f771345d4ef122ba33456304f15228d,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_n8_ngc24.09_nemo/run_and_time.sh,https://github.com/mlcommons/training_results_v4.1/blob/b87b9e396f771345d4ef122ba33456304f15228d/NVIDIA/benchmarks/stable_diffusion/implementations/eos_n8_ngc24.09_nemo/Dockerfile
R41,5.1,NVIDIA,RetinaNet,目标检测,PyTorch,NVIDIA PyTorch Release 25.04,GB200,2,4,8,1,1,1,1,8,,未单独确认,不使用,256,32,1,,samples,见参数源,DDP,adam,GBS/GA 已与 result_0 核对,batch 单位为图像。,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/benchmarks/retinanet/implementations/tyche_ngpu8_ngc25.04_pytorch/config_GB200_002x04x032.sh,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/benchmarks/retinanet/implementations/tyche_ngpu8_ngc25.04_pytorch/run_and_time.sh,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/benchmarks/retinanet/implementations/tyche_ngpu8_ngc25.04_pytorch/README.md,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/results/tyche_ngpu8_ngc25.04_pytorch/retinanet/result_0.txt,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/systems/tyche_ngpu8_ngc25.04_pytorch.json,441d65f4445cd59687466533fd9f55399136e7a4,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/benchmarks/retinanet/implementations/tyche_ngpu8_ngc25.04_pytorch/train.py,https://github.com/mlcommons/training_results_v5.1/blob/441d65f4445cd59687466533fd9f55399136e7a4/NVIDIA/benchmarks/retinanet/implementations/tyche_ngpu8_ngc25.04_pytorch/Dockerfile
